Triangle_794ecf08-2a90-11ea-8123-8363a7ec19e6.png,1
Pentagon_17138758-2a94-11ea-8123-8363a7ec19e6.png,3
Pentagon_06aa36f4-2a95-11ea-8123-8363a7ec19e6.png,3
Triangle_3525c984-2a8c-11ea-8123-8363a7ec19e6.png,1
Triangle_08436550-2a93-11ea-8123-8363a7ec19e6.png,1
Circle_ca4f86ce-2a8e-11ea-8123-8363a7ec19e6.png,0
star_00508.png,4
Triangle_4b7bf6d8-2a8f-11ea-8123-8363a7ec19e6.png,1
Pentagon_f85c8358-2a86-11ea-8123-8363a7ec19e6.png,3
Square_f809e0f8-2a90-11ea-8123-8363a7ec19e6.png,2
Square_2d4d9e20-2a8d-11ea-8123-8363a7ec19e6.png,2
Triangle_6797e128-2a8b-11ea-8123-8363a7ec19e6.png,1
Pentagon_3f2c3056-2a84-11ea-8123-8363a7ec19e6.png,3
Triangle_24de2f30-2a91-11ea-8123-8363a7ec19e6.png,1
Pentagon_fe68d5d4-2a96-11ea-8123-8363a7ec19e6.png,3
Triangle_3c9aa364-2a8d-11ea-8123-8363a7ec19e6.png,1
Star_832e568c-2a91-11ea-8123-8363a7ec19e6.png,4
Pentagon_7c58afc2-2a84-11ea-8123-8363a7ec19e6.png,3
Square_3385160a-2a8e-11ea-8123-8363a7ec19e6.png,2
Square_7c0b9894-2a94-11ea-8123-8363a7ec19e6.png,2
Star_c06ca326-2a8e-11ea-8123-8363a7ec19e6.png,4
circle_00753.png,0
Circle_006d3a88-2a8c-11ea-8123-8363a7ec19e6.png,0
Star_6a7e2338-2a91-11ea-8123-8363a7ec19e6.png,4
Circle_bf5877c6-2a93-11ea-8123-8363a7ec19e6.png,0
Triangle_14e4bbc4-2a98-11ea-8123-8363a7ec19e6.png,1
Star_b3338c24-2a8e-11ea-8123-8363a7ec19e6.png,4
Square_523195ba-2a89-11ea-8123-8363a7ec19e6.png,2
Circle_9f2bfb72-2a83-11ea-8123-8363a7ec19e6.png,0
Triangle_dd12de2a-2a91-11ea-8123-8363a7ec19e6.png,1
Square_74d56c82-2a8d-11ea-8123-8363a7ec19e6.png,2
Pentagon_c89abe12-2a88-11ea-8123-8363a7ec19e6.png,3
